Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 73,forward_from
J,"Albrecht, Tobias; Rausch, Theresa Maria; Derra, Nicholas Daniel",,,,,"Rausch, Theresa Maria/0000-0002-5476-4810",,,Call me maybe: Methods and practical implementation of artificial intelligence in call center arrivals' forecasting,,,,,,,,JOURNAL OF BUSINESS RESEARCH,,,,123.0,,,,267.0,278,,,,10.1016/j.jbusres.2020.09.033,,,,,,,Article,FEB 2021,2021,"Machine learning (ML) techniques within the artificial intelligence (AI) paradigm are radically transforming organizational decision-making and businesses' interactions with external stakeholders. However, in time series forecasting for call center management, there is a substantial gap between the potential and actual use of AI-driven methods. This study investigates the capabilities of ML models for intra-daily call center arrivals' forecasting with respect to prediction accuracy and practicability. We analyze two datasets of an online retailer's customer support and complaints queue comprising half-hourly observations over 174.5 weeks. We compare practically relevant ML approaches and the most commonly used time series models via cross validation with an expanding rolling window. Our findings indicate that the random forest (RF) algorithm yields the best prediction performances. Based on these results, a methodological walk-through example of a comprehensive model selection process based on cross-validation with an expanding rolling window is provided to encourage implementation in individual practical settings.",,,,,,,,,12,0,0,0,0,0,12,,,0148-2963,1873-7978,,,,,,,"Univ Bayreuth, FIM Res Ctr, Bayreuth, GermanyProject Grp Business & Informat Syst Engn Fraunho, Bayreuth, GermanyUniv Bayreuth, Univ Str 30, D-95447 Bayreuth, GermanyUniv Bayreuth, Res Inst Small & Medium Sized Enterprises BF M, Mainstr 5, D-95444 Bayreuth, Germany",Project Grp Business & Informat Syst Engn Fraunho,,,2020-12-30,WOS:000599598200025,,,atlason_et_al_2007
J,"Chan, Carri W.; Huang, Michael; Sarhangian, Vahid",,,,,,,,"Dynamic Server Assignment in Multiclass Queues with Shifts, with Applications to Nurse Staffing in Emergency Departments",,,,,,,,OPERATIONS RESEARCH,,,,69.0,6,,,1936.0,1959,,,,10.1287/opre.2020.2050,,,,,JAN 2021,,Article,NOV-DEC 2021,2021,"Many service systems are staffed by workers who work in shifts. In this article, we study the dynamic assignment of servers to different areas of a service system at the beginning of discrete time intervals, namely, shifts. The ability to reassign servers at discrete intervals, rather than continuously, introduces a partial flexibility that provides an opportunity for reducing the expected waiting time of customers. The problem is primarily motivated by an application to nurse staffing in emergency departments (EDs), where nurses can work in different areas of the ED, but their assignment can only be changed at the beginning of their shifts (typically 8-12 hours). To investigate the reassignment decision and its potential benefits, we consider a multiclass queueing system, where customers of each class differ in terms of their average service requirements and the holding cost incurred as they wait in the queues. We study a discrete-time fluid control problem to minimize transient holding costs over a finite horizon and show that an appropriate translation of the solution to the fluid control problem is asymptotically optimal for the original stochastic system. Through analysis of the fluid control problem we further obtain insights on the structure of good policies in the presence of the shift constraint. Leveraging these insights, we develop heuristic policies and use simulation to demonstrate their effectiveness in systems with dynamics often observed in EDs. We find that, in a parameter regime relevant to our motivating application, the partial flexibility introduced by reassigning servers at the beginning of shifts can substantially reduce the expected cost of the system-by 10%-50% in some parameter regimes-compared with the status quo, dedicated staffing.",,,,,,,,,8,0,0,0,0,0,8,,,0030-364X,,,,,,,,"Columbia Business Sch, Div Decis Risk & Operat, New York, NY 10027 USAUniv Southern Calif Los Angeles, Marshall Sch Business, Los Angeles, CA 90089 USAUniv Toronto, Dept Mech & Ind Engn, Toronto, ON M5S 3G8, Canada",Univ Southern Calif Los Angeles,,,2021-11-02,WOS:000709027800001,,,atlason_et_al_2007
J,"Ekin, Tahir; Aktekin, Tevfik",,,,,"Ekin, Tahir/0000-0002-0965-3521",,,Decision making under uncertain and dependent system rates in service systems,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,291.0,1,,,335.0,348,,,,10.1016/j.ejor.2020.09.005,,,,,JAN 2021,,Article,MAY 16 2021,2021,"In this paper, we propose decision analysis methods for determining the optimal number of agents of a service system where the system rates (arrival, service, and abandonment) are modeled as dependent random variables. In doing so, we take the Bayesian point of view of inference and obtain joint posterior distributions of the system rates. We solve the proposed stochastic staffing decision problem with augmented probability simulation based optimization methods. The novelty of our approach stems from the use of dependent system rates to determine optimal staffing in a constrained optimization setting for stochastic service systems. We demonstrate the implications of ignoring dependence and uncertainty in system rates on simulated data for general service systems, and illustrate the application of the proposed methodology on call center operations. (C) 2020 Elsevier B.V. All rights reserved.",,,,,,,,,0,0,0,0,0,0,0,,,0377-2217,1872-6860,,,,,,,"Texas State Univ, Dept Comp Informat Syst & Quantitat Methods, San Marcos, TX 78666 USAUniv New Hampshire, Dept Decis Sci, Durham, NH 03824 USA",,,,2021-02-09,WOS:000608619800024,,,atlason_et_al_2007
J,"Eksioglu, Sandra D.; Gulcan, Berkay; Roni, Mohammad; Mason, Scott",,,,"Eksioglu, Sandra/G-8623-2016; Roni, Mohammad/C-6023-2017","Eksioglu, Sandra/0000-0002-6674-2133; Roni, Mohammad/0000-0001-7114-9820",,,A stochastic biomass blending problem in decentralized supply chains,,,,,,,,NAVAL RESEARCH LOGISTICS,,,,68.0,4,,,434.0,453,,,,10.1002/nav.21971,,,,,JAN 2021,,Article,JUN 2021,2021,"Blending biomass materials of different physical or chemical properties provides an opportunity to adjust the quality of the feedstock to meet the specifications of the conversion platform. We propose a model which identifies the right mix of biomass to optimize the performance of the thermochemical conversion process at the minimum cost. This is a chance-constraint programming (CCP) model which takes into account the stochastic nature of biomass quality. The proposed CCP model ensures that process requirements, which are impacted by physical and chemical properties of biomass, are met most of the time. We consider two problem settings, a centralized and a decentralized supply chain. We propose a mixed-integer linear program to model the blending problem in the centralized setting and a bilevel program to model the blending problem in the decentralized setting. We use the sample average approximation method to approximate the chance constraints, and propose solution algorithms to solve this approximation. We develop a case study for South Carolina using data provided by the Billion Ton Study. Based on our results, the blends identified consist mainly of pine and softwood residues. The blends identified and the suppliers selected by both models are different. The cost of the centralized supply chain is 2%-6% lower. The implications of these results are twofold. First, these results could lead to improved collaborations in the supply chain. Second, these results provide an estimate of the approximation error from assuming centralized decision making in the supply chain.",,,,,,,,,2,0,0,0,0,0,2,,,0894-069X,1520-6750,,,,,,,"Univ Arkansas, Fayetteville, AR 72701 USAClemson Univ, Clemson, SC USAIdaho Natl Lab, Idaho Falls, ID USA",,,,2021-01-27,WOS:000607065500001,,,atlason_et_al_2007
J,"Smirnov, Dmitry; Huchzermeier, Arnd",,,,,"Huchzermeier, Arnd/0000-0003-2178-3254",,,Analytics for labor planning in systems with load-dependent service times,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,287.0,2,,,668.0,681,,,,10.1016/j.ejor.2020.04.036,,,,,,,Article,DEC 1 2020,2020,"This paper presents a generalized framework for labor planning in systems with load-dependent service times. Our approach integrates customer arrival forecasting, service time estimation, and staffing into an end to end process. More specifically, (i) we propose a hybrid model to forecast customer arrivals, that combines a traditional time-series technique with a state-of-the-art machine learning algorithm, thereby allowing to incorporate a rich set of predictors; (ii) we develop a methodology to estimate the distribution of load-dependent service times from past transactions data; and (iii) we present a stochastic programming formulation to determine staffing levels under quality-of-service constraints. Finally, we develop a heuristic solution algorithm that utilizes an embedded discrete event simulation to evaluate system performance.To demonstrate the practical applicability of our approach, we conduct a case study at a franchisee of a major international fast food chain. Our data set includes the number of transactions, average order value, average service times, and staffing levels recorded at the restaurant on an hourly level, as well as information on marketing activities of the fast food chain on a daily level for nine consecutive years. We show that by applying our approach, the personnel expenses could be reduced by 4.4%, which would translate into an increase in earnings before interest and taxes by 13% at the collaborating restaurant. (C) 2020 Elsevier B.V. All rights reserved.",,,,,,,,,4,0,0,0,0,0,4,,,0377-2217,1872-6860,,,,,,,"WHU Otto Beisheim Sch Management, Dept Prod Management, Burgpl 2, D-56179 Vallendar, Germany",,,,2020-08-03,WOS:000550057300019,,,atlason_et_al_2007
J,"Ozder, Emir Huseyin; Ozcan, Evrencan; Eren, Tamer",,,,"ÖZCAN, Evrencan/AAC-1498-2019; EREN, Tamer/AAG-8633-2021; Ozder, Emir Huseyin/Q-4772-2017; Özder, Emir Hüseyin/AAU-1584-2021","EREN, Tamer/0000-0001-5282-3138; Ozder, Emir Huseyin/0000-0002-1895-8060; Özder, Emir Hüseyin/0000-0002-1895-8060; OZCAN, Evrencan/0000-0002-3662-6190",,,A Systematic Literature Review for Personnel Scheduling Problems,,,,,,,,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,,,,19.0,6,,,1695.0,1735,,,,10.1142/S0219622020300050,,,,,,,Review,NOV 2020,2020,"Organizations need to focus on many parameters to reach their goals such as personnel satisfaction at the top level, profit maximization, increasing system efficiency and minimizing costs. By carefully examining the significant effect of personnel scheduling on the production of goods and services, achieving a fair distribution of work among the employees paves the way for higher motivation and performance of the employees, particularly, in production and service industries. In this paper, a systematic literature review (SLR) approach is used to demonstrate the necessity of scheduling studies in order to overcome the deficiencies in auxiliary activity groups. It sheds light on a new and very important areas such as examining the model structures of sector differences, and guiding researchers. New trends and approaches are presented for the personnel scheduling problems. Different classification perspectives are displayed.",,,,,,,,,20,0,0,0,0,0,20,,,0219-6220,1793-6845,,,,,,,"Baskent Univ, Fac Commercial Sci, Dept Management Informat Syst, TR-06790 Ankara, TurkeyKirikkale Univ, Fac Engn, Dept Ind Engn, TR-71450 Kirikkale, Turkey",,,,2020-11-24,WOS:000587731800008,,,atlason_et_al_2007
J,"Ta, Thuy Anh; Mai, Tien; Bastin, Fabian; L'Ecuyer, Pierre",,,,,"Bastin, Fabian/0000-0003-1323-6787",,,On a multistage discrete stochastic optimization problem with stochastic constraints and nested sampling,,,,,,,,MATHEMATICAL PROGRAMMING,,,,190.0,1-2,,,1.0,37,,,,10.1007/s10107-020-01518-w,,,,,JUN 2020,,Article,NOV 2021,2021,"We consider a multistage stochastic discrete program in which constraints on any stage might involve expectations that cannot be computed easily and are approximated by simulation. We study asample average approximation(SAA) approach that uses nested sampling, in which at each stage, a number of scenarios are examined and a number of simulation replications are performed for each scenario to estimate the next-stage constraints. This approach provides an approximate solution to the multistage problem. To establish the consistency of the SAA approach, we first consider a two-stage problem and show that in the second-stage problem, given a scenario, the optimal values and solutions of the SAA converge to those of the true problem with probability one when the sample sizes go to infinity. These convergence results do not hold uniformly over all possible scenarios for the second stage problem. We are nevertheless able to prove that the optimal values and solutions of the SAA converge to the true ones with probability one when the sample sizes at both stages increase to infinity. We also prove exponential convergence of the probability of a large deviation for the optimal value of the SAA, the true value of an optimal solution of the SAA, and the probability that any optimal solution to the SAA is an optimal solution of the true problem. All of these results can be extended to a multistage setting and we explain how to do it. Our framework and SAA results cover a large variety of resource allocation problems for which at each stage after the first one, new information becomes available and the allocation can be readjusted, under constraints that involve expectations estimated by Monte Carlo. As an illustration, we apply this SAA method to a staffing problem in a call center, in which the goal is to optimize the numbers of agents of each type under some constraints on the quality of service (QoS). The staffing allocation has to be decided under an uncertain arrival rate with a prior distribution in the first stage, and can be adjusted at some additional cost when better information on the arrival rate becomes available in later stages.",,,,,,,,,5,0,0,0,0,0,5,,,0025-5610,1436-4646,,,,,,,"Phenikaa Univ, Fac Comp Sci, ORLab, Hanoi, VietnamSingapore MIT Alliance Res & Technol SMART, Singapore, SingaporeUniv Montreal, Dept Comp Sci & Operat Res, Montreal, PQ, CanadaCIRRELT, Montreal, PQ, Canada",Phenikaa Univ,,,2020-06-25,WOS:000539847100001,,,atlason_et_al_2007
J,"Hanumantha, Girish Jampani; Arici, Berkin T.; Sefair, Jorge A.; Askin, Ronald",,,,"Askin, Ronald/N-9943-2018","Askin, Ronald/0000-0002-8348-448X",,,Demand prediction and dynamic workforce allocation to improve airport screening operations,,,,,,,,IISE TRANSACTIONS,,,,52.0,12,,,1324.0,1342,,,,10.1080/24725854.2020.1749765,,,,,MAY 2020,,Article,DEC 1 2020,2020,"Workforce allocation and configuration decisions at airport security checkpoints (e.g., number of lanes open) are usually based on passenger volume forecasts. The accuracy of such forecasts is critical for the smooth functioning of security checkpoints where unexpected surges in passenger volumes are handled proactively. In this article, we present a forecasting model that combines flight schedules and other business fundamentals with historically observed throughput patterns to predict passenger volumes in a multi-terminal multi-security screening checkpoint airport. We then present an optimization model and a solution strategy for dynamically selecting a configuration of open screening lanes to minimize passenger queues and wait times that at the same time determine workforce allocations. We present a real-world case study in a US airport to demonstrate the efficacy of the proposed models.",,,,,,,,,5,0,0,0,0,0,5,,,2472-5854,2472-5862,,,,,,,"Arizona State Univ, Sch Comp Informat & Decis Syst Engn, Tempe, AZ 85281 USA",,,,2020-05-28,WOS:000533294900001,,,atlason_et_al_2007
J,"Ye, Han; Brown, Lawrence D.; Shen, Haipeng",,,,,,,,Hazard rate estimation for call center customer patience time,,,,,,,,IISE TRANSACTIONS,,,,52.0,8,,,890.0,903,,,,10.1080/24725854.2019.1692159,,,,,JAN 2020,,Article,AUG 2 2020,2020,"Estimating the hazard function of customer patience time has become a necessary component of effective operational planning such as workforce staffing and scheduling in call centers. When customers get served, their patience times are right-censored. In addition, the exact event times in call centers are sometimes unobserved and naturally binned into time intervals, due to the design of data collection systems. We develop a TunT (Transform-unTransform) estimator that turns the difficult problem of nonparametric hazard function estimation into a regression problem on binned and right-censored data. Our approach starts with binning event times and transforming event count data with a mean-matching transformation, which enables a simpler characterization of the heteroscedastic variance function. A nonparametric regression technique is then applied to the transformed data. Finally, the estimated regression function is back-transformed to yield an estimator for the original hazard function. The proposed estimation procedure is illustrated using call center data to reveal interesting customer patience behavior, and health insurance plan trial data to compare the effect between treatment and control groups. The numerical study shows that our approach yields more accurate estimates and better staffing decisions than existing methods.",,,,,,,,,1,0,0,0,0,0,1,,,2472-5854,2472-5862,,,,,,,"Univ Illinois, Gies Coll Business, Dept Business Adm, Champaign, IL 61820 USAUniv Penn, Wharton Sch, Philadelphia, PA 19104 USAUniv Hong Kong, Fac Business & Econ, Innovat & Informat Management, Hong Kong, Peoples R China",,,,2020-01-27,WOS:000507541400001,,,atlason_et_al_2007
J,"Barbosa-Correa, Rodrigo; Santander-Mercado, Alcides; Jubiz-Diaz, Maria; Rodriguez-Ramos, Ricardo",,,,,"Jubiz-Diaz, Maria Amalia/0000-0002-2742-0967",,,Establishing call-centre staffing levels using aggregate planning and simulation approach,,,,,,,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,,,,14.0,1,,,1.0,33,,,,10.1504/EJIE.2020.105083,,,,,,,Article,2020,2020,"This paper presents an approach for determining the personnel capacity levels of a call centre for a telecommunication company. The objective is to determine the staffing levels required to meet a desired service level at a minimum cost. First, data of the number of different requests were analysed to estimate hourly workload requirements. Then, an aggregate planning model were implemented to obtain an initial solution of the staffing levels considering workforce costs, service level, personnel hiring/migration and work supplements. These results were input of a discrete-event simulation model to assess the system performance based on queuing characteristics, demand variability and resources utilisation. Alternative schedules and capacity levels were evaluated to outperform current service quality and a better match with the demand variability. Proposed options provided better results with lower waiting times and more balanced resource utilisation. The approach is useful for planning capacity levels in projects and locating new centres. [Submitted: 18 June 2018; Accepted: 15 March 2019]",,,,,,,,,0,0,0,0,0,0,0,,,1751-5254,1751-5262,,,,,,,"Univ Norte, Km 5 Via Puerto Colombia,AA 1569, Barranquilla, ColombiaBienestar IPS, Carrera 57 72-107, Barranquilla, Colombia",Bienestar IPS,,,2020-03-04,WOS:000514673200001,,,atlason_et_al_2007
J,"Bekker, Rene; Moeke, Dennis; Schmidt, Bas",,,,,"Moeke, Dennis/0000-0001-9308-751X",,,Keeping pace with the ebbs and flows in daily nursing home operations,,,,,,,,HEALTH CARE MANAGEMENT SCIENCE,,,,22.0,2,,,350.0,363,,,,10.1007/s10729-018-9442-x,,,,,,,Article,JUN 2019,2019,"Nursing homes are challenged to develop staffing strategies that enable them to efficiently meet the healthcare demand of their residents. In this study, we investigate how demand for care and support fluctuates over time and during the course of a day, using demand data from three independent nursing home departments of a single Dutch nursing home. This demand data is used as input for an optimization model that provides optimal staffing patterns across the day. For the optimization we use a Lindley-type equation and techniques from stochastic optimization to formulate a Mixed-Integer Linear Programming (MILP) model. The impact of both the current and proposed staffing patterns, in terms of waiting time and service level, are investigated. The results show substantial improvements for all three departments both in terms of average waiting time as well as in 15 minutes service level. Especially waiting during rush hours is significantly reduced, whereas there is only a slight increase in waiting time during non-rush hours.",,,,,,,,,5,0,0,0,0,0,5,,,1386-9620,1572-9389,,,,,,,"Vrije Univ Amsterdam, Dept Math, Amsterdam, NetherlandsHAN Univ Appl Sci, KennisDC Logistiek, Arnhem, NetherlandsDeloitte, Amsterdam, Netherlands",HAN Univ Appl Sci,,,2019-05-27,WOS:000467480400009,29532197.0,,atlason_et_al_2007
J,"Tsai, Shing Chih; Ho, I-Ying",,,,,,,,Sample average approximation for a two-echelon inventory system with service-level constraints,,,,,,,,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,,,,70.0,4,,,675.0,688,,,,10.1080/01605682.2018.1457479,,,,,,,Article,APR 3 2019,2019,"We propose a sample-average-approximation-based simulation optimisation approach for solving a two-echelon inventory problem containing a total cost objective function and multiple service-level constraints. Some necessary parameter settings and conditions are provided to achieve the stopping condition in practice and the convergence to the optimal solution. The approach takes into account the stochastic nature of the objective and constraint performance measures, and allows the customer demands to occur with a random size and all events to occur at random points in time (including the stochastic lead times). Experimental studies are performed to evaluate the efficiency of the developed algorithms and other existing solution approaches.",,,,,,,,,2,0,0,0,0,0,2,,,0160-5682,1476-9360,,,,,,,"Natl Cheng Kung Univ, Dept Ind & Informat Management, Tainan, Taiwan",,,,2019-04-19,WOS:000463862100012,,,atlason_et_al_2007
J,"Miranda, Jaime; Rey, Pablo A.; Saure, Antoine; Weber, Richard",,,,"Weber, Richard/A-9491-2009","Weber, Richard/0000-0002-6351-1065; Rey, Pablo/0000-0002-1337-4701",,,Metro Uses a Simulation-Optimization Approach to Improve Fare-Collection Shift Scheduling,,,,,,,,INTERFACES,,,,48.0,6,,,529.0,542,,,,10.1287/inte.2018.0959,,,,,,,Article,NOV-DEC 2018,2018,"In addition to scheduling trains, drivers, and security personnel, many subway companies worldwide are faced with the challenge of determining the staffing levels and shift schedules required to operate their fare-collection systems. Subway companies typically deal with a highly variable demand for fares, several operational requirements, and increasing service expectations from users. In this paper, we describe a simulation-optimization method for fare-collection shift scheduling in a subway network. We use an integer programming model to generate shift schedules and a discrete-event simulation model to evaluate the corresponding service levels in terms of the average number of users waiting in line over time. If the expected service level at a particular station booth does not meet a predefined service standard, then our method automatically generates an additional constraint on the number of fare collectors at that station booth. The proposed approach iteratively adds this new constraint to the integer programming model until either the current schedule meets the service standard or the problem becomes infeasible. We use the proposed solution approach to solve the fare-collection shift-scheduling problem faced by one of the largest subway companies in Latin America, Metro de Santiago in Chile. The resulting shift schedules show a significant improvement compared with Metro's previous scheduling practice in terms of service levels, operational costs, capacity utilization, and solution times.",,,,,,,,,3,0,0,0,0,0,3,,,0092-2102,1526-551X,,,,,,,"Univ Chile, Sch Econ & Business, Dept Management Control & Informat Syst, Santiago 8330015, ChileUniv Tecnol Metropolitana, Fac Engn, Dept Ind, Santiago 7800002, ChileUniv Ottawa, Telfer Sch Management, Ottawa, ON K1N 6N5, CanadaUniv Chile, Fac Phys & Math Sci, Dept Ind Engn, Santiago 8370456, Chile",,,,2019-01-10,WOS:000454513500004,,,atlason_et_al_2007
J,"Kuzu, Kaan; Soyer, Refik",,,,,"Kuzu, Kaan/0000-0002-7610-7934",,,Bayesian modeling of abandonments in ticket queues,,,,,,,,NAVAL RESEARCH LOGISTICS,,,,65.0,6-7,,,499.0,521,,,,10.1002/nav.21816,,,,,,,Article,SEP-OCT 2018,2018,"Ticket queues (TQs) issue tickets to customers upon arrival, and are often used in the public and private sectors. Abandonment data collected by TQs is interval censored, which makes predicting customer abandonments a challenging problem. In this paper, we build a Bayesian framework for predicting abandonment counts in TQs to assist managers in workforce planning. In doing so, we propose parametric and semiparametric modulated Poisson process models and develop their Bayesian analyses using Markov chain Monte Carlo methods. We implement our models using actual abandonment data from a bank's TQ, and illustrate how we can provide managerial insights related to abandonment counts and server allocation policies.",,,,,,,,,4,0,0,0,0,0,4,,,0894-069X,1520-6750,,,,,,,"Univ Wisconsin Milwaukee, Sheldon B Lubar Sch Business, Supply Chain Operat Management & Business Stat, POB 742,3202 N Maryland Ave, Milwaukee, WI 53201 USAGeorge Washington Univ, Dept Decis Sci, GW Sch Business, Washington, DC USA",,,,2019-01-10,WOS:000454442100004,,,atlason_et_al_2007
J,"Rezapour, Shabnam; Srinivasan, Ramakrishnan; Tew, Jeffrey; Allen, Janet K.; Mistree, Farrokh",,,,"Allen, Janet/HKN-9214-2023",,,,Correlation between strategic and operational risk mitigation strategies in supply networks,,,,,,,,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,,,,201.0,,,,225.0,248,,,,10.1016/j.ijpe.2018.04.014,,,,,,,Article,JUL 2018,2018,"A supply network's performance is affected by two types of risk: 1) risk of disruptions that distort the supply network's topology by inactivating certain production facilities or transportation lanes; and 2) risk of variations in a facility's performance that reduce the efficiency of the supply network's flow planning for fulfilling demands. In this paper, we demonstrate that strategic and operational risk mitigation strategies, which neutralize the impacts of disruptions and variations, respectively, are correlated. We consider Robustness and Resilience at a strategic level to mitigate disruptions and Reliability at an operational level to mitigate variations.A mixed integer stochastic mathematical model is developed to simultaneously a) design a robust and resilient topology for supply networks; and b) plan a reliable flow throughout its topology. We solve the model using an example of a profit-based supply network that is constructed by relying on the assumptions that were primarily used in prior studies. A sensitivity analysis of the results from the model indicates that i) the correlation between robustness and resilience is negative; ii) the correlation between robustness and reliability is positive; and iii) the correlation between resilience and reliability is negative.",,,,,,,,,10,0,0,0,0,0,10,,,0925-5273,1873-7579,,,,,,,"Florida Int Univ, Enterprise & Logist Engn, 10555 W Flagler St,Room 3114, Miami, FL 33174 USATata Consultancy Serv, TCS Digital Mfg & Operat DMO Innovat Program, 1000 Summit Dr, Milford, OH 45150 USAUniv Oklahoma, Syst Realizat Lab, 202 W Boyd St,Room 116-G, Norman, OK 73019 USAUniv Oklahoma, Syst Realizat Lab, 865 Asp Ave,Room 306, Norman, OK 73019 USA",,,,2018-07-13,WOS:000436650100018,,,atlason_et_al_2007
