authors;publication;link;title;journal;doi;citations;database;forward_from;relevance;issn;jq3_ranking;abstract
Xu Sun , Weiliang Liu;2023;https://pubsonline.informs.org/doi/abs/10.1287/opre.2021.0651;Expanding Service Capabilities Through an On-Demand Workforce;Operations Research;https://doi.org/10.1287/opre.2021.0651;0;pubsonline;gurvich_et_al_2008;True;0030-364X;A+;Abstract An on-demand workforce can greatly benefit a traditional call center by allowing it to adjust its service capacity on demand quickly. Despite its conceptual elegance, the operationalization of this process is challenging due to the various sources of randomness involved. The purpose of this paper is to help call centers enhance service levels while keeping operating expenses low by taking advantage of an on-call pool of temporary agents in day-to-day operations. For that purpose, we develop a two-stage decision model in which the first stage seeks the optimal mix of permanent and on-call staff, and the second stage seeks a joint on-demand staffing and call scheduling policy to minimize the associated cost given the base staffing level and the size of the on-call pool. Because the exact analysis of the two-stage decision model seems analytically intractable, we resort to an approximation in a suitable asymptotic regime. In that regime, we characterize the system dynamics of the service operation and derive an optimal joint on-demand staffing and call scheduling policy for the second-stage problem, which in turn is used to find an approximate solution to the first-stage problem. In particular, the derived policy for the second-stage problem involves tapping into the on-call pool to procure a team of on-demand agents when the number of calls to be processed exceeds a certain threshold and dismissing them when it falls below another threshold, additionally, the call scheduling rule shows an unusual pattern due to the interplay between staffing and scheduling decisions. Extensive numerical studies under realistic parameter settings show that the solution approach we propose can achieve significant cost savings. Funding: W. Liu has been supported by the President’s Graduate Fellowship at the National University of Singapore. Supplemental Material: The e-companion is available at https://doi.org/10.1287/opre.2021.0651.
Xu Sun,  Yunan Liu;2020;https://onlinelibrary.wiley.com/doi/abs/10.1002/nav.21960;Staffing many-server queues with autoregressive inputs;Naval Research Logistics (NRL);https://doi.org/10.1002/nav.21960;3;wiley;feldman_et_al_2008;True;unknown;k.R.;Abstract Recent studies reveal significant overdispersion and autocorrelation in arrival data at service systems such as call centers and hospital emergency departments. These findings stimulate the needs for more practical non-Poisson customer arrival models, and more importantly, new staffing formulas to account for the autocorrelative features in the arrival model. For this purpose, we study a multiserver queueing system where customer arrivals follow a doubly stochastic Poisson point process whose intensities are driven by a Cox–Ingersoll–Ross (CIR) process. The nonnegativity and autoregressive feature of the CIR process makes it a good candidate for modeling temporary dips and surges in arrivals. First, we devise an effective statistical procedure to calibrate our new arrival model to data which can be seen as a specification of the celebrated expectation–maximization algorithm. Second, we establish functional limit theorems for the CIR process, which in turn facilitate the derivation of functional limit theorems for our queueing model under suitable heavy-traffic regimes. Third, using the corresponding heavy traffic limits, we asymptotically solve an optimal staffing problem subject to delay-based constraints on the service levels. We find that, in order to achieve the designated service level, such an autoregressive feature in the arrival model translates into notable adjustment in the staffing formula, and such an adjustment can be fully characterized by the parameters of our new arrival model. In this respect, the staffing formulas acknowledge the presence of autoregressive structure in arrivals. Finally, we extend our analysis to queues having customer abandonment and conduct simulation experiments to provide engineering confirmations of our new staffing rules.
Xueqin Lu , Chenxin Wu , Xuhua Yang , Minxia Zhang & Yujun Zheng;2021;https://www.tandfonline.com/doi/abs/10.1080/00207543.2021.1942284;Adapted water wave optimization for integrated bank customer service representative scheduling;International Journal of Production Research;https://doi.org/10.1080/00207543.2021.1942284;5;tandfonline;atlason_et_al_2007,cezik_l_ecuyer_2008;True;0020-7543;B;Abstract In modern banks, establishing efficient and quality customer services plays a crucial role to achieve the business success. There are a large number of customers to be served daily, however, required service resources (in particular, customer service representatives) can be rather limited. Therefore, customer service representative scheduling is a challenging problem for bank managers. In the present paper, we focus on a customer service representative scheduling problem considering the stochastic customer arrival time and service duration to minimise the total cost including two parts: (i) the loss concerning the customer waiting and (ii) cost of providing service representatives. We formulate this scheduling problem as an integer programming problem and employ an adapted water wave optimization (WWO) algorithm to solve this problem efficiently. We adapt the propagation and refraction operators of WWO according to the solution space of this problem. The results of the conducted computational experiments demonstrate that the adapted WWO algorithm outperforms the considered state-of-the-art evolutionary algorithms in solving a set of test instances.
Y. Diao- E. Jan- Y. Li- D. Rosu- A. Sailer All Authors;2016;https://ieeexplore.ieee.org/abstract/document/7442606/;Service analytics for IT service management;IBM Journal of Research and Development;https://doi.org/10.1147/JRD.2016.2520620;8;ieeexplore;cezik_l_ecuyer_2008;True;unknown;k.R.;Abstract: Outsourcing enterprise IT service management is an increasingly challenging business. On one hand, service providers must deliver with respect to customer expectations of service quality and innovation. On the other hand, they must continuously seek competitive reductions in the costs of service delivery and management. These targets can be achieved with integration of innovative service management tools, automation, and advanced analytics. In this paper, we focus on service analytics, the subset of analytics problems and solutions concerning specific service delivery and management performance and cost optimization. The paper reviews various service analytics methods and technologies that have been developed and applied to enhance IT service management. We use our industrial experience to highlight the challenges faced in the development and adoption of service analytics, and we discuss open problems.
Yariv N. Marmor- Segev Wasserkrug- Sergey Zeltyn- Yossi Mesika- All Authors;2010;https://ieeexplore.ieee.org/abstract/document/5429416/;Toward simulation-based real-time decision-support systems for emergency departments;Proceedings of the 2009 Winter Simulation Conference (WSC);https://doi.org/10.1109/WSC.2009.5429416;47;ieeexplore;feldman_et_al_2008;False;unknown;k.R.;Abstract: Emergency Departments (EDs) require advanced support systems for monitoring and controlling their processes: clinical, operational, and financial. A prerequisite for such a system is comprehensive operational information (e.g. queueing times, busy resources,…), reliably portraying and predicting ED status as it evolves in time. To this end, simulation comes to the rescue, through a two-step procedure that is hereby proposed for supporting real-time ED control. In the first step, an ED manager infers the ED's current state, based on historical data and simulation: data is fed into the simulator (e.g. via location-tracking systems, such as RFID tags), and the simulator then completes unobservable state-components. In the second step, and based on the inferred present state, simulation supports control by predicting future ED scenarios. To this end, we estimate time-varying resource requirements via a novel simulation-based technique that utilizes the notion of offered-load.
Yaşar Levent Koçağa,  Mor Armony,  Amy R. Ward;2014;https://onlinelibrary.wiley.com/doi/abs/10.1111/poms.12332;Staffing Call Centers with Uncertain Arrival Rates and Co-sourcing;Production and Operations Management;https://doi.org/10.1111/poms.12332;64;wiley;askin_et_al_2008,gurvich_et_al_2008;True;1059-1478;A;Abstract In a call center, staffing decisions must be made before the call arrival rate is known with certainty. Once the arrival rate becomes known, the call center may be over-staffed, in which case staff are being paid to be idle, or under-staffed, in which case many callers hang-up in the face of long wait times. Firms that have chosen to keep their call center operations in-house can mitigate this problem by co-sourcing, that is, by sometimes outsourcing calls. Then, the required staffing N depends on how the firm chooses which calls to outsource in real time, after the arrival rate realizes and the call center operates as a M/M/N + M queue with an outsourcing option. Our objective is to find a joint policy for staffing and call outsourcing that minimizes the long-run average cost of this two-stage stochastic program when there is a linear staffing cost per unit time and linear costs associated with abandonments and outsourcing. We propose a policy that uses a square-root safety staffing rule, and outsources calls in accordance with a threshold rule that characterizes when the system is “too crowded.” Analytically, we establish that our proposed policy is asymptotically optimal, as the mean arrival rate becomes large, when the level of uncertainty in the arrival rate is of the same order as the inherent system fluctuations in the number of waiting customers for a known arrival rate. Through an extensive numerical study, we establish that our policy is extremely robust. In particular, our policy performs remarkably well over a wide range of parameters, and far beyond where it is proved to be asymptotically optimal.
Ye Wang & Jiafu Tang ;2018;https://link.springer.com/article/10.1007/s11518-018-5379-3;Cost and Service-Level-Based Model for a Seru Production System Formation Problem with Uncertain Demand;Journal of Systems Science and Systems Engineering;https://doi.org/10.1007/s11518-018-5379-3;40;springer_article;cezik_l_ecuyer_2008;False;unknown;k.R.;Abstract With increasing demand diversification and short product lifecycles, industries now encounter challenges of demand uncertainty. The Japanese seru production system has received increased attention owing to its high efficiency and flexibility. In this paper, the problem of seru production system formation under uncertain demand is researched. A multi-objective optimization model for a seru production system formation problem is developed to minimize the cost and maximize the service level of the system. The purpose of this paper is to formulate a robust production system that can respond efficiently to the stochastic demand. Sample average approximation (SAA) is used to approximate the expected objective of the stochastic programming. The non-dominated sorting genetic algorithm II (NSGA-II) is improved to solve the multi-objective optimization model. Numerical experiments are conducted to test the tradeoff between cost and service level, and how the performance of the seru production system varies with the number of product types, mean and deviation of product volume, and skill-level-based cost.
Yi He , Qingyun Xu, Bing Xu & Pengkun Wu;2017;https://www.tandfonline.com/doi/abs/10.1057/jors.2016.10;Supply chain coordination in quality improvement with reference effects;Journal of the Operational Research Society;https://doi.org/10.1057/jors.2016.10;63;tandfonline;ren_zhou_et_al_2008;True;unknown;k.R.;Abstract With increasing public attention on product quality, supply chain quality management has been the focus of considerable research attention in recent years. However, only a few published articles have considered reference effects in supply chain quality management. In practice, reference effects influence consumer purchasing behaviours. Therefore, we have developed a dynamic model that incorporates the effects of the reference quality and reference price on the demand function of a ‘single-supplier single-manufacturer’ supply chain system. In our model, the demand function is assumed to be influenced by the reference price and reference quality. The reference price formation is assumed to be affected by the gap between quality and the reference quality. By utilizing differential game theory, we calculate and compare the open-loop equilibrium quality levels in two different scenarios: (i) Each channel member makes decisions within a subsidy programme and (ii) the supplier vertically integrates with the manufacturer. In addition, a total cost-sharing contract based on quality improvement efforts is proposed and proven to be effective in the supply chain system that is under consideration.
Yimin Yu,  Saif Benjaafar,  Yigal Gerchak;2014;https://onlinelibrary.wiley.com/doi/abs/10.1111/poms.12322;Capacity Sharing and Cost Allocation among Independent Firms with Congestion;Production and Operations Management;https://doi.org/10.1111/poms.12322;86;wiley;askin_et_al_2008,jouini_et_al_2008;True;1059-1478;A;Abstract We analyze the benefit of production/service capacity sharing for a set of independent firms. Firms have the choice of either operating their own production/service facilities or investing in a facility that is shared. Facilities are modeled as queueing systems with finite service rates. Firms decide on capacity levels (the service rate) to minimize delay costs and capacity investment costs possibly subject to service-level constraints on delay. If firms decide to operate a shared facility they must also decide on a scheme for sharing the capacity cost. We formulate the problem as a cooperative game and identify settings under which capacity sharing is beneficial and there is a cost allocation that is in the core under either the first-come, first-served policy or an optimal priority policy. We show that capacity sharing may not be beneficial in settings where firms have heterogeneous work contents and service variabilities. In such cases, we specify conditions under which capacity sharing may still be beneficial for a subset of the firms.
Ying Xu, Alan Scheller-Wolf, Katia Sycara;2015;https://pubsonline.informs.org/doi/abs/10.1287/opre.2014.1330;The Benefit of Introducing Variability in Single-Server Queues with Application to Quality-Based Service Domains;Operations Research;https://doi.org/10.1287/opre.2014.1330;28;pubsonline;gurvich_et_al_2008,ren_zhou_et_al_2008;True;0030-364X;A+;Abstract We propose a static service differentiation policy for a single-server queueing system serving homogeneous customers. We show that by randomly assigning customers different service grades with different service rates, the average waiting time can be reduced without affecting the mean service time. Such differentiation introduces more service time variability, but it also creates information that enables the implementation of service rate-based scheduling, which mitigates the increased variance and may even reduce the total waiting time. We provide conditions under which our static service differentiation reduces waiting, and further derive closed-form expressions for the optimal differentiation policy, which shows that both optimal service rates and allocation probabilities form geometric sequences. We illustrate our policy in the context of quality-based service domains, in which customers value service time but dislike waiting. Numerically, we find that providing differentiated service can improve system performance by 5% without any additional capacity.
Ying Yang , Shoucheng Luo, Jing Fan, Xinye Zhou, Chunyu Fu & Guochun Tang ;2017;https://link.springer.com/article/10.1007/s10878-017-0208-z;Study on specialist outpatient matching appointment and the balance matching model;Journal of Combinatorial Optimization;https://doi.org/10.1007/s10878-017-0208-z;16;springer_article;feldman_et_al_2008;True;1382-6905;k.R.;Abstract Currently specialists’ outpatient appointments in large hospitals in China are made by patients’ one-side choice of specialists, and most are “first select first served”. A specialist cannot choose a patient according to his specialty. Because of the “worship of famous doctors” and asymmetric information between specialists and patients, the appointments are often made with certain blindness, thus it is difficult for patients to get the best diagnosis and treatment from specialists. In this paper, we apply the two-sided matching theory, from the both views of patients and specialists, we design specialists-outpatients matching appointment system, in the system, we propose the process of the appointment and the one-to-many appointment matching algorithm. In order to provide fairness to both sides, we apply the theory of balance-matching, construct the algorithm of one-to-one and one-to-many two-sided balance matching. At last, through the computational examples we prove the model is effective in hospital specialists outpatient appointment.
Yiting Xing,  Ling Li,  Zhuming Bi,  Marzena Wilamowska-Korsak,  Li Zhang;2013;https://onlinelibrary.wiley.com/doi/abs/10.1002/sres.2185;Operations Research (OR) in Service Industries: A Comprehensive Review;Systems Research and Behavioral Science;https://doi.org/10.1002/sres.2185;102;wiley;askin_et_al_2008,atlason_et_al_2007,bhandari_et_al_2008,cezik_l_ecuyer_2008,feldman_et_al_2008,gurvich_et_al_2008,ren_zhou_et_al_2008;False;unknown;k.R.;Abstract The share of gross domestic product from the service industry reflects the competitiveness of a nation, the service industry in the USA accounts for around 80% of its gross domestic product, and it has been increasing gradually. Continual innovations and advances in enabling technologies for the service industry are crucial for developed countries to sustain their leading positions in the globalized economy. To clarify future research directions of operations research (OR) in the service industry, the state of art of OR has been examined systematically, the new requirements of OR are identified for its applications in service industries in comparison with those in manufacturing industries, and the limitations of existing methodologies and tools have been discussed. This paper was intended to provide an updated review on how OR has been applied in the service sector in recent years and what directions the study of OR will be carried forward in the near future. Under a proposed research framework, recent OR-related articles were collected from 17 leading OR journals and classified into the five most active sectors, that is, transportation and warehousing, information and communication, human health and social assistance, retails and wholesales, and financial and insurance services. The conclusions on the limitations of existing studies and the demanding ORs in the service have been drawn from our summaries and observations from a comprehensive review in this field. Copyright © 2013 John Wiley & Sons, Ltd.
Yixin Diao & Aliza Heching ;2009;https://link.springer.com/chapter/10.1007/978-3-642-04989-7_10;Workload Management in Dynamic IT Service Delivery Organizations;Integrated Management of Systems, Services, Processes and People in IT;no doi;6;springer_chapter;bhandari_et_al_2008;False;unknown;k.R.;Abstract Enterprises and service providers are increasingly looking to global service delivery as a means for containing costs while improving the quality of service delivery. However, it is often difficult to effectively manage the conflicting needs associated with dynamic customer workload, strict service level constraints, and efficient service personnel organization. In this paper we propose a dynamic approach for workload and personnel management, where organization of personnel is dynamically adjusted based upon differences between observed and target service level metrics. Our approach consists of constructing a dynamic service delivery organization and developing a feedback control mechanism for dynamic workload management. We demonstrate the effectiveness of the proposed approach in an IT incident management example designed based on a large service delivery environment handling more than ten thousand service requests over a period of six months. Keywords Service Delivery Service Level Feedback Controller Service Agent Service Level Agreement These keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.
Yixin Diao & Larisa Shwartz ;2017;https://link.springer.com/article/10.1007/s10922-017-9430-3;Building Automated Data Driven Systems for IT Service Management;Journal of Network and Systems Management;https://doi.org/10.1007/s10922-017-9430-3;7;springer_article;atlason_et_al_2007,cezik_l_ecuyer_2008;False;unknown;k.R.;Abstract Enterprises and service providers are increasingly challenged with improving the quality of service delivery while containing the cost. However, it is often difficult to effectively manage the complex relationships among dynamic customer workloads, strict service level requirements, and efficient service management processes. In this paper, we present our progress on building autonomic systems for IT service management through a collection of automated data driven methodologies. This includes the design of feedback controllers for workload management, the use of simulation-optimization methodology for workforce management, and the development of machine learning models for event management. We demonstrate the applicability of the presented approaches using examples and data from a large IT service delivery environment.
Yixin Diao, Aliza Heching, David Northcutt, Rodney Wallace;2015;https://pubsonline.informs.org/doi/abs/10.1287/inte.2014.0783;Service-Delivery Modeling and Optimization;Interfaces;https://doi.org/10.1287/inte.2014.0783;1;pubsonline;atlason_et_al_2007,cezik_l_ecuyer_2008;True;0092-2102;B;Abstract Service-delivery modeling and optimization is a complex problem involving multiple service levels, skill sets, request classes, and service times. In this paper, we describe a comprehensive and scalable end-to-end analytical methodology that we developed and implemented at a global information technology service delivery provider. This methodology provides predictive insight and prescriptive solutions to the problem of staffing service-delivery units in this complex environment. Our solution has been deployed globally at more than 640 service-delivery units and has yielded more than $52 million in cost savings and cost avoidance to date.
Yixin Diao- Aliza Heching All Authors;2011;https://ieeexplore.ieee.org/abstract/document/6104024/;Staffing optimization in complex service delivery systems;2011 7th International Conference on Network and Service Management;no doi;33;ieeexplore;atlason_et_al_2007,cezik_l_ecuyer_2008;False;unknown;k.R.;Abstract: Enterprises and service providers are increasingly challenged with improving the quality of service delivery while containing the cost. However, it is often difficult to effectively manage the conflicting needs associated with dynamic customer workload, strict service level constraints, and service personnel with diverse skill sets. In this paper we propose an optimization model to provide recommended staffing levels in a complex service delivery system. The optimization model minimizes the total staffing related variable cost while considering the contractual service level constraints, the skills required to respond to different types of service requests, and the shift schedules that the service agents must follow. We describe how model-based decision making can be conducted using a combination of optimization and discrete event simulation techniques. We demonstrate the applicability of the proposed approach in a large IT services delivery environment.
Yixin Diao- Aliza Heching All Authors;2012;https://ieeexplore.ieee.org/abstract/document/6211883/;Closed loop performance management for service delivery systems;2012 IEEE Network Operations and Management Symposium;https://doi.org/10.1109/NOMS.2012.6211883;16;ieeexplore;atlason_et_al_2007;False;unknown;k.R.;Abstract: IT service delivery becomes an increasingly challenging business as customers demand improved quality of service while providers are driven to reduce the cost of delivery. While effective service delivery requires advances in many areas including workload management and workforce optimization, in this paper we focus on service request dispatching decision-making. Specifically, we propose a closed loop performance management solution that leverages feedback controllers to dynamically adjust the priority of service requests considering both (static) contractual service attainment targets and (dynamic) attainment levels achieved. We demonstrate the applicability of the proposed approach in a simulation testbed that models a large IT service delivery environment, and compare its performance with two open loop dispatching policies.
Yixin Diao- Aliza Heching- David Northcutt- George Stark All Authors;2012;https://ieeexplore.ieee.org/abstract/document/6147797/;Modeling a complex global service delivery system;Proceedings of the 2011 Winter Simulation Conference (WSC);https://doi.org/10.1109/WSC.2011.6147797;26;ieeexplore;atlason_et_al_2007,cezik_l_ecuyer_2008;False;unknown;k.R.;Abstract: Enterprises and IT service providers are increasingly challenged with improving the quality of service while reducing the cost of service delivery. Effectively balancing dynamic customer workload, strict service level constraints, and diverse service personnel skills challenges the most experienced management teams. In this paper we describe a modeling framework for analyzing complex service delivery systems. The interaction among various key factors are included in the model to allow decision-making around staffing skill levels, scheduling, and service level constraints in system design. We demonstrate the applicability of the proposed approach in a large IT services delivery environment.
Yixin Diao- Gargi Dasgupta All Authors;2015;https://ieeexplore.ieee.org/abstract/document/7014152/;Optimizing organizational design in complex service delivery systems;10th International Conference on Network and Service Management (CNSM) and Workshop;https://doi.org/10.1109/CNSM.2014.7014152;1;ieeexplore;bhandari_et_al_2008,gurvich_et_al_2008;False;unknown;k.R.;Abstract: IT service delivery becomes an increasingly challenging business as customers demand improved quality of service while providers are driven to reduce the cost of delivery. In this paper we propose a set of optimization models to recommend organizational design changes in complex service delivery systems. The optimization models take into consideration various design factors such as technology sustainability and management complexity, and provide recommendations to organizational design transformation including both customer focused design and technology focused design. We demonstrate the applicability of the proposed methodology using data from a large IT service delivery environment.
Yixin Diao- Linh Lam- Larisa Shwartz- David Northcutt All Authors;2014;https://ieeexplore.ieee.org/abstract/document/6838265/;Predicting service delivery cost for non-standard service level agreements;2014 IEEE Network Operations and Management Symposium (NOMS);https://doi.org/10.1109/NOMS.2014.6838265;6;ieeexplore;atlason_et_al_2007,gurvich_et_al_2008;False;unknown;k.R.;Abstract: One of the key promises of IT strategic outsourcing is to deliver greater IT service management through lower cost. However, this raises a critical question on how to predict service delivery cost during the service engagement phase where nonstandard service level agreements (SLAs) are negotiated and detailed service modeling data are not available. In this paper we propose a modeling framework that uses queueing model based approaches to estimate the impact of SLAs on the delivery cost. We further propose a set of approximation techniques to address the complexity of service delivery and an optimization model to predict the delivery cost subject to service level constraints and service stability conditions. We demonstrate the applicability of the proposed methodology using data from a large IT service delivery environment.
Yixin Diao- Linh Lam- Larisa Shwartz- David Northcutt All Authors;2014;https://ieeexplore.ieee.org/abstract/document/6979254/;Modeling the Impact of Service Level Agreements During Service Engagement;IEEE Transactions on Network and Service Management;https://doi.org/10.1109/TNSM.2014.2378779;11;ieeexplore;atlason_et_al_2007,gurvich_et_al_2008;False;unknown;k.R.;Abstract: One of the key promises of IT strategic outsourcing is to deliver greater IT service management through lower cost. However, this raises a critical question: How can one predict the service delivery cost that will deliver the promised service level agreements (SLAs)? This is particularly challenging since such prediction is mostly needed during the service engagement phase where the SLAs and the delivery cost are negotiated, and the detailed service modeling data are not available. In this paper, we propose a modeling framework that uses queueing-model-based approaches to estimate the impact of SLAs on the delivery cost. We further propose a set of approximation techniques to address the complexity of service delivery and an optimization model to predict the delivery cost subject to service-level constraints and service stability conditions. We demonstrate the applicability of the proposed methodology using data from a large IT service delivery environment.
Yongkyu Cho & Young Myoung Ko  ;2020;https://link.springer.com/article/10.1007/s10479-019-03511-9;Stabilizing the virtual response time in single-server processor sharing queues with slowly time-varying arrival rates;Annals of Operations Research;https://doi.org/10.1007/s10479-019-03511-9;4;springer_article;feldman_et_al_2008;True;0254-5330;B;Abstract Motivated by the work of Whitt (Queueing Syst 81(4):341–378, 2015) and Ma and Whitt (in: Winter simulation conference, pp 2598–2609, 2015), that studied performance stabilization in a GI_t/GI_t/1 queue, this research study investigates the stabilization of the mean virtual response time in a single-server processor sharing (PS) queueing system with a time-varying arrival rate and a service rate control (a GI_t/GI_t/1/PS queue). We propose and compare a modified square-root (SR) control and a difference-matching (DM) control to stabilize the mean virtual response time of a GI_t/GI_t/1/PS queue. Extensive simulation studies with various settings of arrival processes and service times show that the DM control outperforms the SR control for heavy-traffic conditions, and that the SR control performs better for light-traffic conditions.
Youngsoo Kim, Ramayya Krishnan, Linda Argote;2012;https://pubsonline.informs.org/doi/abs/10.1287/isre.1110.0401;The Learning Curve of IT Knowledge Workers in a Computing Call Center;Information Systems Research;https://doi.org/10.1287/isre.1110.0401;50;pubsonline;feldman_et_al_2008,gurvich_et_al_2008;True;unknown;k.R.;Abstract We analyze learning and knowledge transfer in a computing call center. The information technology (IT) technical services provided by call centers are characterized by constant changes in relevant knowledge and a wide variety of support requests. Under this IT problem-solving context, we analyze the learning curve relationship between problem-solving experience and performance enhancement. Based on data collected from a university computing call center consisting of different types of consultants, our empirical findings indicate that (a) the learning effect—as measured by the reduction of average resolution time—occurs with experience, (b) knowledge transfer within a group occurs among lower-level consultants utilizing application-level knowledge (as opposed to technical-level knowledge), and (c) knowledge transfers across IT problem types. These estimates of learning and knowledge transfer contribute to the development of an empirically grounded understanding of IT knowledge workers' learning behavior. The results also have implications for operational decisions about the staffing and problem-solving strategy of call centers.
Yu-Bo Wang- Cheng Qian- Jin-De Cao All Authors;2010;https://ieeexplore.ieee.org/abstract/document/5552328/;Optimized M/M/c model and simulation for bank queuing system;2010 IEEE International Conference on Software Engineering and Service Sciences;https://doi.org/10.1109/ICSESS.2010.5552328;16;ieeexplore;gurvich_et_al_2008;False;unknown;k.R.;Abstract: In this paper, a QuickPass model is proposed to improve bank queuing system based on queuing theory. The current bank queuing system is modeled with M/M/c and analytical approach is adopted to guide optimization strategy. Through adjusted greedy algorithm, the multiple-optimization model is simulated with MATLAB. Simulation result shows that the introduction of QuickPass system considerably reduces the average waiting time of customers both in regular queue and QuickPass queue. Pros and cons are analyzed and further application is discussed in the end.
Yuan Yuan, Zukui Li & Biao Huang ;2016;https://link.springer.com/article/10.1007/s10898-016-0438-0;Robust optimization approximation for joint chance constrained optimization problem;Journal of Global Optimization;https://doi.org/10.1007/s10898-016-0438-0;29;springer_article;atlason_et_al_2007;False;unknown;k.R.;Abstract Chance constraint is widely used for modeling solution reliability in optimization problems with uncertainty. Due to the difficulties in checking the feasibility of the probabilistic constraint and the non-convexity of the feasible region, chance constrained problems are generally solved through approximations. Joint chance constrained problem enforces that several constraints are satisfied simultaneously and it is more complicated than individual chance constrained problem. This work investigates the tractable robust optimization approximation framework for solving the joint chance constrained problem. Various robust counterpart optimization formulations are derived based on different types of uncertainty set. To improve the quality of robust optimization approximation, a two-layer algorithm is proposed. The inner layer optimizes over the size of the uncertainty set, and the outer layer optimizes over the parameter t which is used for the indicator function upper bounding. Numerical studies demonstrate that the proposed method can lead to solutions close to the true solution of a joint chance constrained problem.
Yue Zhang & Martin L. Puterman ;2013;https://link.springer.com/chapter/10.1007/978-1-4614-6507-2_3;Analytical Long-Term Care Capacity Planning;Operations Research and Health Care Policy;no doi;2;springer_chapter;atlason_et_al_2007,feldman_et_al_2008;False;unknown;k.R.;Abstract This chapter discusses the use of analytical approaches for residential long-term care (LTC) capacity planning. The recommended method integrates demographic and survival analysis, discrete event simulation, and optimization. Through a case study based in British Columbia, Canada, it illustrates results of using this approach. Further, it discusses shortcomings of a fixed-ratio approach widely used in practice and the SIPP (stationary, independent, period by period) approach and its modifications developed in the call center literature. It also proposes an easy-to-use and effective planning method, the Average Flow Model. It concludes with a discussion of policy implications and extensions. Keywords Arrival Rate Service Level British Columbia Capacity Level Simulation Optimization Approach These keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.
Yue Zhang, Martin L. Puterman, Matthew Nelson, Derek Atkins;2012;https://pubsonline.informs.org/doi/abs/10.1287/opre.1110.1026;A Simulation Optimization Approach to Long-Term Care Capacity Planning;Operations Research;https://doi.org/10.1287/opre.1110.1026;100;pubsonline;atlason_et_al_2007,feldman_et_al_2008;True;0030-364X;A+;Abstract This paper describes a methodology for setting long-term care capacity levels over a multiyear planning horizon to achieve target wait time service levels. Our approach integrates demographic and survival analysis, discrete event simulation, and optimization. Based on this methodology, we developed a decision support system for use in practice. We illustrate this approach through two case studies: one for a regional health authority in British Columbia, Canada, and the other for a long-term care facility. We also compare our approach to the fixed ratio approach used in practice and the SIPP (stationary, independent, period by period) and MOL (modified offered load) approaches developed in the call center literature. Our results suggest that our approach is preferable. The fixed ratio approach lacks a rigorous foundation, and the SIPP and MOL approaches do not perform reliably mainly because of long service times. We conclude the paper with policy recommendations.
Yuki Matsuda- Fumihisa Shibata- Asako Kimura- Hideyuki Tamura All Authors;2013;https://ieeexplore.ieee.org/abstract/document/6550226/;Poster: Creating a user-specific perspective view for mobile mixed reality systems on smartphones;2013 IEEE Symposium on 3D User Interfaces (3DUI);https://doi.org/10.1109/3DUI.2013.6550226;10;ieeexplore;feldman_et_al_2008;False;unknown;k.R.;Abstract: We propose a method for creating a user-specific perspective view for mobile mixed reality (MR) systems that provides three-dimensional perception based on pseudo motion parallax. In general, most common mainstream interface for a hand-held AR/MR system is video-see-through style with a device-perspective view. On the other hand, our method provides a user-perspective view, which displays MR images according to the user's viewpoint and the position of the display. Namely, our method trims a scene behind the display and superimposes CG images in consideration of the user's point of view. This enables the user to perceive a stereoscopic effect with a non-3D display based on pseudo motion parallax. We implemented a prototype and tested our proposed method on smartphones.
Yunan Liu;2018;https://pubsonline.informs.org/doi/abs/10.1287/opre.2017.1678;Staffing to Stabilize the Tail Probability of Delay in Service Systems with Time-Varying Demand;Operations Research;https://doi.org/10.1287/opre.2017.1678;41;pubsonline;feldman_et_al_2008;True;0030-364X;A+;Abstract Analytic formulas are developed to set the time-dependent number of servers to stabilize the tail probability of customer waiting times for the Gt/GI/st + GI queueing model, which has a nonstationary non-Poisson arrival process (the Gt), nonexponential service times (the first GI), and allows customer abandonment according to a nonexponential patience distribution (the +GI). Specifically, for any delay target w > 0 and probability target α ∈ (0, 1), we determine appropriate staffing levels (the st) so that the time-varying probability that the waiting time exceeds a maximum acceptable value w is stabilized at α at all times. In addition, effective approximating formulas are provided for other important performance functions such as the probabilities of delay and abandonment, and the means of delay and queue length. Many-server heavy-traffic limit theorems in the efficiency-driven regime are developed to show that (i) the proposed staffing function achieves the goal asymptotically as the scale increases, and (ii) the proposed approximating formulas for other performance measures are asymptotically accurate as the scale increases. Extensive simulations show that both the staffing functions and the performance approximations are effective, even for smaller systems having an average of three servers. The e-companion is available at https://doi.org/10.1287/opre.2017.1678.
